Name,inchikey,in_corpus_exact,in_corpus_connectivity,nearest_tanimoto
Mol209,ZFCQNJIYMKSORB-UHFFFAOYSA-N,False,False,0.417910447761194
Mol211,WYYDYPLPQIGLBE-SNAWJCMRSA-N,False,False,0.34782608695652173
Mol212,INGXYDNOMOPBLY-UHFFFAOYSA-N,False,False,0.5
Mol216,UEIJBFILXGUXEZ-UHFFFAOYSA-N,False,False,0.4375
Mol222,BKETULHNGSAZEO-UHFFFAOYSA-N,False,False,0.48148148148148145
Mol224,BUKVMMPSCXRELM-LBPRGKRZSA-N,False,False,0.4931506849315068
Mol226,XCHADODBFYKNNY-UHFFFAOYSA-N,False,False,0.3561643835616438
Mol228,IROPUKCGJODFNW-SJORKVTESA-N,False,False,0.45454545454545453
Mol229,BPUPPIYEBQBCMP-UHFFFAOYSA-N,False,False,0.36619718309859156
Mol230,FRVHWQJRYSNTGD-HZPDHXFCSA-N,False,False,0.36764705882352944
Mol238,PVVPTHLGICQKNA-UHFFFAOYSA-N,False,False,0.44642857142857145
Mol241,CQGZARKTKSJDKH-UHFFFAOYSA-N,False,False,0.46875
Mol242,MRCMQOJYCPDBRO-UHFFFAOYSA-N,False,False,0.36538461538461536
Mol244,JNJALAQGTJZWGW-UHFFFAOYSA-N,False,False,0.3484848484848485
Mol249,DPAGQSYJBXSMIT-UHFFFAOYSA-N,False,False,0.36
Mol253,UETBEMJAZGZXIW-UHFFFAOYSA-N,False,False,0.32075471698113206
Mol255,OIFYEFTYZRZGGE-UHFFFAOYSA-N,False,False,0.47619047619047616
Mol258,LPXIEGPVFXCKGL-UHFFFAOYSA-N,False,False,0.5111111111111111
Mol259,YQWSRNOQYWWXJR-UHFFFAOYSA-N,False,False,0.4647887323943662
Mol260,FUZPKIULJCKZFG-UHFFFAOYSA-N,False,False,0.4444444444444444
Mol261,RIDKNFYWCILRMB-UHFFFAOYSA-N,False,False,0.45
Mol262,WYOOCFJYLODEMX-UHFFFAOYSA-N,False,False,0.3918918918918919
Mol263,RLRAKWDCQVBBPK-UHFFFAOYSA-N,False,False,0.48214285714285715
Mol264,FCLMPLBYOSTGFB-UHFFFAOYSA-N,False,False,0.4225352112676056
Mol271,UBVGQRAYIUDUDL-UHFFFAOYSA-N,False,False,0.4807692307692308
Mol278,RNTJYOROXAQAGK-UHFFFAOYSA-N,False,False,0.3387096774193548
Mol282,DPFALTRSWVGDCG-UHFFFAOYSA-N,False,False,0.48
Mol290,KCCLSEQIYOCTAB-UHFFFAOYSA-N,False,False,0.38596491228070173
Mol299,SXGQRRBYBJLHPW-UHFFFAOYSA-N,False,False,0.3972602739726027
Mol301,DYCOBNRHHTZVOI-HUUCEWRRSA-N,False,False,0.45454545454545453
Mol302,NKALKXMQBFLGQI-CMPLNLGQSA-N,False,False,0.4925373134328358
Mol304,VPQUGPTWPBYAIR-UHFFFAOYSA-N,False,False,0.4166666666666667
Mol310,DLIGHJPTEAUQLA-UHFFFAOYSA-N,False,False,0.484375
Mol311,IDBOSWJZEGFIDK-UHFFFAOYSA-O,False,False,0.3728813559322034
Mol314,ZOOZHRRKBRETFS-UHFFFAOYSA-N,False,False,0.49056603773584906
Mol316,SUJRLEXSAYOKIR-DCDXPUDHSA-N,False,False,0.3728813559322034
Mol317,CWQIYYLMQPCOIS-YDEYXMKJSA-N,False,False,0.3548387096774194
Mol319,ACYFIOVWITZLFV-UHFFFAOYSA-N,False,False,0.38461538461538464
Mol325,IGENCOTZNWBLCO-UHFFFAOYSA-N,False,False,0.48
Mol331,ITJZJVDIZNLPEK-UHFFFAOYSA-N,False,False,0.39436619718309857
Mol332,AKKBIRCPBATZHR-UHFFFAOYSA-N,False,False,0.45161290322580644
Mol333,OMCONMZXIOTUSW-VMPITWQZSA-N,False,False,0.4
Mol335,WQQJWLKLVWBCMJ-UHFFFAOYSA-N,False,False,0.48717948717948717
Mol337,HKJHHBVAEUEIDX-UHFFFAOYSA-N,False,False,0.4098360655737705
Mol338,OGPPLSFWUVHCEI-UHFFFAOYSA-N,False,False,0.38961038961038963
Mol344,MLSAQOINCGAULQ-QFMPWRQOSA-N,False,False,0.4805194805194805
Mol345,QHICZGXRTSRQHU-UHFFFAOYSA-N,False,False,0.45454545454545453
Mol347,RCYNULOHRKVOCT-UHFFFAOYSA-N,False,False,0.4074074074074074
Mol352,YWSFHLVKEXMPRO-UHFFFAOYSA-N,False,False,0.48148148148148145
Mol353,OYWQZGKTVOIORA-UHFFFAOYSA-N,False,False,0.4918032786885246
Mol357,OCEREZJCSOAZAB-UHFFFAOYSA-N,False,False,0.38461538461538464
Mol359,DBVFYWQXVNAKCZ-UHFFFAOYSA-N,False,False,0.4897959183673469
Mol361,FFSRGRGUPPBZDZ-UHFFFAOYSA-N,False,False,0.3548387096774194
Mol365,AMQIGKNWDSNJBW-UHFFFAOYSA-N,False,False,0.35185185185185186
Mol366,PWHAQPAIQHFLND-UHFFFAOYSA-N,False,False,0.375
Mol367,ZJMLHUDVNCPMJI-UHFFFAOYSA-N,False,False,0.4827586206896552
Mol370,IHUUWEIWQKPBLW-UHFFFAOYSA-N,False,False,0.46296296296296297
Mol373,DYHORCKOXRQRCK-UHFFFAOYSA-N,False,False,0.4625
Mol374,CXWZQFYDFRAJJW-UHFFFAOYSA-N,False,False,0.43636363636363634
Mol376,UYURBIUOWMNHIM-UHFFFAOYSA-N,False,False,0.34285714285714286
Mol382,XDCFRANCTAINNZ-UHFFFAOYSA-N,False,False,0.3333333333333333
Mol385,BPVHSQXOOBPJGO-UHFFFAOYSA-N,False,False,0.4931506849315068
Mol386,CQOFKWLEYCQQNB-UHFFFAOYSA-N,False,False,0.4915254237288136
Mol392,FQIZTYCOQDINSQ-UHFFFAOYSA-N,False,False,0.4444444444444444
Mol397,HMQIKNIJZBWSNJ-UHFFFAOYSA-N,False,False,0.352112676056338
Mol399,WJHZMLMBVGQQPK-UHFFFAOYSA-N,False,False,0.39344262295081966
Mol402,BABIMNQXZCCYBA-UHFFFAOYSA-N,False,False,0.3870967741935484
Mol403,NSQSAUGJQHDYNO-UHFFFAOYSA-N,False,False,0.5783132530120482
Mol404,HJOQMJVPFXCEBV-UHFFFAOYSA-N,False,False,0.4745762711864407
Mol411,MKTMPSVNSDAAJK-VIFPVBQESA-N,False,False,0.39285714285714285
Mol413,ZTDLLWNTNRENCG-UHFFFAOYSA-N,False,False,0.3698630136986301
Mol418,HJKBEJSEUHFXLE-UHFFFAOYSA-N,False,False,0.4177215189873418
Mol425,DJGILJOLONPABY-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol427,TXEUTVDNIJTCPW-UHFFFAOYSA-N,False,False,0.49056603773584906
Mol429,VJCZOPYDZPBDDK-UHFFFAOYSA-N,False,False,0.3939393939393939
Mol433,CRDKGQHMQZDLBU-UHFFFAOYSA-N,False,False,0.43548387096774194
Mol436,UVIRKBKVDJARPE-UHFFFAOYSA-N,False,False,0.4852941176470588
Mol438,DIBYZZDFOLJZJT-UHFFFAOYSA-N,False,False,0.40298507462686567
Mol441,IFTPDDRLOWBJGY-UHFFFAOYSA-N,False,False,0.4
Mol445,AXIVZGQAOBMNJB-UHFFFAOYSA-N,False,False,0.4583333333333333
Mol450,CFSVIMRFRRJRDH-UHFFFAOYSA-N,False,False,0.49122807017543857
Mol451,GPCJCAXWZKVQJB-UHFFFAOYSA-N,False,False,0.4142857142857143
Mol453,ROBIKHYXHUWQQY-UHFFFAOYSA-N,False,False,0.4931506849315068
Mol461,WSHYKWTXQQQMNR-UHFFFAOYSA-N,False,False,0.3974358974358974
Mol468,UVLSQSCHGFZCEK-CQSZACIVSA-N,False,False,0.4838709677419355
Mol469,VSAYLIPDPHFUBP-UHFFFAOYSA-N,False,False,0.43137254901960786
Mol470,JGFSNDFJYPCFNV-UHFFFAOYSA-N,False,False,0.4
Mol472,DOWHGGATFKZWGB-UHFFFAOYSA-N,False,False,0.45454545454545453
Mol473,XGNBVPXYBQWYPA-UHFFFAOYSA-N,False,False,0.4626865671641791
Mol474,SRCMYIJFZPPIAA-UHFFFAOYSA-N,False,False,0.3373493975903614
Mol476,YNKSJTUOLLRWFE-UHFFFAOYSA-N,False,False,0.4418604651162791
Mol479,XAFFYDSYNQILAD-UHFFFAOYSA-N,False,False,0.47619047619047616
Mol481,IHEBCVRRIRIUGA-ZIAGYGMSSA-N,False,False,0.42424242424242425
Mol482,CMGNTJAZLXTBPE-UHFFFAOYSA-N,False,False,0.4117647058823529
Mol486,OKHCPHAZJIMFSK-UHFFFAOYSA-N,False,False,0.4153846153846154
Mol493,KAHRDKXNHIKLLC-UHFFFAOYSA-N,False,False,0.3424657534246575
Mol494,VBDZRSPQVQKPGI-UHFFFAOYSA-N,False,False,0.43478260869565216
Mol495,IJQLFSFNQJVIOZ-UHFFFAOYSA-N,False,False,0.4864864864864865
Mol498,WFNNNFOLTKWTQY-CYBMUJFWSA-N,False,False,0.42857142857142855
Mol502,SMFLQKMDDPDSQZ-UHFFFAOYSA-N,False,False,0.33962264150943394
Mol505,RQEYAJHDVZJZOJ-UHFFFAOYSA-N,False,False,0.325
Mol512,ZVALCLKPLGJKFU-UHFFFAOYSA-N,False,False,0.4444444444444444
Mol514,NGSKTYWXXOQCFM-UHFFFAOYSA-N,False,False,0.4067796610169492
Mol517,QRNCFHAKDYINSH-UHFFFAOYSA-N,False,False,0.4918032786885246
Mol522,SSNUZZSFIYWUOA-UHFFFAOYSA-N,False,False,0.4857142857142857
Mol524,ZXRFIELUIMUSBJ-UHFFFAOYSA-N,False,False,0.39285714285714285
Mol525,PLEJKABOINCQQQ-QAPCUYQASA-N,False,False,0.4050632911392405
Mol528,UGLRFKPRRRLTLA-UHFFFAOYSA-N,False,False,0.36666666666666664
Mol532,QYANZLOQXIPLIP-UHFFFAOYSA-N,False,False,0.3972602739726027
Mol535,VYHGWPYUOZUABM-UHFFFAOYSA-N,False,False,0.4583333333333333
Mol536,MNRYVBJITPPUCM-UHFFFAOYSA-N,False,False,0.36585365853658536
Mol537,LGWACEZVCMBSKW-UHFFFAOYSA-N,False,False,0.4918032786885246
Mol540,IDJJIUCLYNIMAZ-QAQDUYKDSA-N,False,False,0.4444444444444444
Mol541,UJWQCXNEMIQVPQ-UHFFFAOYSA-N,False,False,0.43283582089552236
Mol542,UWEUTACYIBCUQM-UHFFFAOYSA-N,False,False,0.4117647058823529
Mol548,OJLBZWLCVGWJLZ-UHFFFAOYSA-N,False,False,0.4411764705882353
Mol549,ZREIQECJMXGYIP-UHFFFAOYSA-N,False,False,0.4772727272727273
Mol550,ONSZHOWXOBPJQN-UHFFFAOYSA-N,False,False,0.39655172413793105
Mol551,OILNKWOHTPDTJZ-UHFFFAOYSA-N,False,False,0.38235294117647056
Mol557,DBKWXZWAWNWGKA-UHFFFAOYSA-N,False,False,0.36486486486486486
Mol558,YTPYAEDROVEOLL-UHFFFAOYSA-N,False,False,0.45
Mol561,PSCRFWOFSDHSNL-LBPRGKRZSA-N,False,False,0.4861111111111111
Mol564,WTOZAGKUEVMPNX-BYPYZUCNSA-N,False,False,0.3230769230769231
Mol571,RXTNNSLOMGEPKA-UHFFFAOYSA-N,False,False,0.4189189189189189
Mol574,WXVYHUDLTDHZDO-UHFFFAOYSA-N,False,False,0.45901639344262296
Mol575,OVWLABUNODQRGC-UHFFFAOYSA-N,False,False,0.43661971830985913
Mol581,RRXYQIFHBWNQKL-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol582,KOBPSNZNXLDNEJ-UHFFFAOYSA-N,False,False,0.49206349206349204
Mol589,PYEFPDQFAZNXLI-UHFFFAOYSA-N,False,False,0.49295774647887325
Mol590,LZGFKWQSOKFMQT-UHFFFAOYSA-N,False,False,0.4339622641509434
Mol592,GJFCHYYVWYAKNE-GFCCVEGCSA-N,False,False,0.43859649122807015
Mol595,JTKKLCUAFGLTRX-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol597,RHCIJHJUXQAURF-UHFFFAOYSA-N,False,False,0.37333333333333335
Mol601,CYKASKDHWLGJHP-UHFFFAOYSA-N,False,False,0.47540983606557374
Mol605,GJUXTOMLQCYIGX-UHFFFAOYSA-N,False,False,0.45901639344262296
Mol606,LQKOUUUEAOKUTJ-UHFFFAOYSA-N,False,False,0.4603174603174603
Mol608,NNCBFSNVEPMDHX-UHFFFAOYSA-N,False,False,0.39705882352941174
Mol610,BQHAYIMWTCDYCY-UHFFFAOYSA-N,False,False,0.3548387096774194
Mol613,PNDAILXGQXODRS-UHFFFAOYSA-N,False,False,0.45652173913043476
Mol614,BUBCBAICTFVBTL-UHFFFAOYSA-N,False,False,0.42
Mol621,WYHBMOZFRRAAFK-UHFFFAOYSA-N,False,False,0.4032258064516129
Mol628,CTYTVBYHWMRIKT-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol632,RFGKUIHLISNSNF-UHFFFAOYSA-N,False,False,0.4426229508196721
Mol637,JJUMUYPEXZXUEZ-UHFFFAOYSA-N,False,False,0.4307692307692308
Mol644,UQKNLCSSIHMKNT-UHFFFAOYSA-N,False,False,0.4225352112676056
Mol653,QZCLAJXYYHZENX-UHFFFAOYSA-N,False,False,0.484375
Mol664,QEYWGTGQPUMGJP-UHFFFAOYSA-N,False,False,0.40816326530612246
Mol668,YZEKHAPPKIJWRP-UHFFFAOYSA-N,False,False,0.45454545454545453
Mol669,QAAXJXJRNWKXFQ-UHFFFAOYSA-N,False,False,0.3888888888888889
Mol674,FJGGHZWQAAEUAC-UHFFFAOYSA-N,False,False,0.49122807017543857
Mol682,FRWLBZKINXWPKT-ZDUSSCGKSA-N,False,False,0.37333333333333335
Mol683,VEYGHJPCCHUVOY-UHFFFAOYSA-N,False,False,0.3898305084745763
Mol684,NZNPYKWNAVHQQQ-UHFFFAOYSA-N,False,False,0.5208333333333334
Mol686,NFHAPDLCDAJFCX-UHFFFAOYSA-N,False,False,0.49230769230769234
Mol687,DUBMDJVPKXKXGD-UHFFFAOYSA-N,False,False,0.4807692307692308
Mol690,MZLWLTOLDGQETN-UHFFFAOYSA-N,False,False,0.4117647058823529
Mol691,GFDQIXAYBUBQAY-UHFFFAOYSA-N,False,False,0.44776119402985076
Mol693,YDUIILJLZLGIMX-UHFFFAOYSA-N,False,False,0.4918032786885246
Mol696,UCJGJABZCDBEDK-UHFFFAOYSA-N,False,False,0.4878048780487805
Mol697,HDSRYPSIPIBKQX-UHFFFAOYSA-N,False,False,0.46774193548387094
Mol701,GQJXOZXHKIWEBE-UHFFFAOYSA-N,False,False,0.4827586206896552
Mol708,WGPPNPLKTCNUPQ-UHFFFAOYSA-N,False,False,0.3466666666666667
Mol711,ONZFVYOYQFCRCX-UHFFFAOYSA-N,False,False,0.4032258064516129
Mol715,XCFZZBMJVSGMMJ-UHFFFAOYSA-N,False,False,0.49230769230769234
Mol716,DUNOPKCWRLVJHJ-UHFFFAOYSA-N,False,False,0.44680851063829785
Mol720,LCFITBDHTBGYPM-UHFFFAOYSA-N,False,False,0.4262295081967213
Mol722,RFOCXDBKBAMNMY-UHFFFAOYSA-N,False,False,0.43333333333333335
Mol723,DFWXMUFOLKKMRQ-UHFFFAOYSA-N,False,False,0.35294117647058826
Mol725,MZUNTXNIYIIZQU-UHFFFAOYSA-N,False,False,0.3968253968253968
Mol726,GIFYKGIODMXYNT-UHFFFAOYSA-N,False,False,0.46938775510204084
Mol729,OUNHNGHMGJKYFJ-UHFFFAOYSA-N,False,False,0.3380281690140845
Mol732,FCMDFEXVBFGFFF-UHFFFAOYSA-N,False,False,0.42424242424242425
Mol735,GKJZVWRZCHIAII-UHFFFAOYSA-N,False,False,0.38666666666666666
Mol738,KOCMAZVFAGSKGW-UHFFFAOYSA-N,False,False,0.48484848484848486
Mol739,KIFOKMIADRKLTJ-UHFFFAOYSA-N,False,False,0.46875
Mol742,PFZBQYOOHREQKW-UHFFFAOYSA-N,False,False,0.4339622641509434
Mol743,OAHDJGJMLBHICO-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol745,HVJJFHCJADKZQH-UHFFFAOYSA-N,False,False,0.4444444444444444
Mol747,YXRYEZBQLGDFGI-UHFFFAOYSA-N,False,False,0.4927536231884058
Mol748,QNOUKVPHXOIUQW-UHFFFAOYSA-N,False,False,0.38461538461538464
Mol749,JHJAOLBFSDNYDN-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol754,MCIHINOEJDDSKD-UHFFFAOYSA-N,False,False,0.3225806451612903
Mol762,IAKHDLCRPGREKF-UHFFFAOYSA-N,False,False,0.4107142857142857
Mol763,YWNXAXBSTKVANW-UHFFFAOYSA-N,False,False,0.3870967741935484
Mol764,OINGHOPGNMYCAB-INIZCTEOSA-N,False,False,0.7027027027027027
Mol769,MVNMFPRTUCNQKW-UHFFFAOYSA-N,False,False,0.40789473684210525
Mol770,UYUUEZBMQUAJQR-UHFFFAOYSA-N,False,False,0.43859649122807015
Mol771,NBKAIGHQPZGXLF-UHFFFAOYSA-N,False,False,0.38461538461538464
Mol788,CGJRTLJGHAPHDH-UHFFFAOYSA-N,False,False,0.49056603773584906
Mol792,XTXLXFUMMXZLIL-UHFFFAOYSA-N,False,False,0.4375
Mol794,GEDQQEVPPZTFDV-UHFFFAOYSA-N,False,False,0.3125
Mol795,FJLZWEYRIGDVKO-UHFFFAOYSA-N,False,False,0.35443037974683544
Mol797,YVJLHVNXCNFQLV-UHFFFAOYSA-N,False,False,0.36666666666666664
Mol798,AALYXTSAQKOCPM-XHSDSOJGSA-N,False,False,0.32
Mol802,BDJFEVNMUHOFNL-MRXNPFEDSA-N,False,False,0.32098765432098764
Mol803,FDXYHGCWLMJXQX-UHFFFAOYSA-N,False,False,0.41379310344827586
Mol814,JOHQOOIUIIOSRM-UHFFFAOYSA-N,False,False,0.3723404255319149
Mol815,GEFAJZFTPPLZJO-UHFFFAOYSA-N,False,False,0.4807692307692308
Mol817,YDWBBGCNUQEBAW-UHFFFAOYSA-N,False,False,0.4888888888888889
Mol818,YQZARKBLLNUWFM-UHFFFAOYSA-N,False,False,0.375
Mol827,JLKVSOFRBQTWLE-UHFFFAOYSA-N,False,False,0.43548387096774194
Mol829,DDIKDFDDKMFLJE-UHFFFAOYSA-N,False,False,0.42857142857142855
Mol831,KVDFCEKYWDVOHW-UHFFFAOYSA-N,False,False,0.32142857142857145
Mol835,HLARYGUWZBJOLD-UHFFFAOYSA-N,False,False,0.4461538461538462
Mol836,DIIMYPPJQYOYFF-ZDUSSCGKSA-N,False,False,0.47619047619047616
Mol842,GRLXVWHGXWFBIY-UHFFFAOYSA-N,False,False,0.4090909090909091
Mol848,OABVICGIOLFKQY-UHFFFAOYSA-N,False,False,0.46296296296296297
Mol850,FEEYKVCPKPHZFI-UHFFFAOYSA-N,False,False,0.4583333333333333
Mol858,YAFQPQWPYSVBIY-UHFFFAOYSA-N,False,False,0.4
Mol864,AIIYQIMFRIRGOF-UHFFFAOYSA-N,False,False,0.4625
Mol878,RWLGBMUGEUQCNU-INIZCTEOSA-N,False,False,0.44594594594594594
Mol880,JIINOVPNMVVWGK-UHFFFAOYSA-N,False,False,0.417910447761194
Mol883,DDFZWZOMOJAGID-UHFFFAOYSA-N,False,False,0.47368421052631576
Mol900,BKXJHJZZOLJMKV-UHFFFAOYSA-N,False,False,0.45161290322580644
Mol902,ARVYCDPHIDHTMS-UHFFFAOYSA-N,False,False,0.4520547945205479
Mol903,ZQIOCTMLKHFADY-UHFFFAOYSA-N,False,False,0.4375
Mol910,WABOODYLNSTDQR-UHFFFAOYSA-N,False,False,0.3888888888888889
Mol911,HTXSDWWOBAGDHY-UHFFFAOYSA-N,False,False,0.4461538461538462
Mol912,QOFSXTAYXIAFTF-UHFFFAOYSA-N,False,False,0.39622641509433965
Mol914,RASAAPDECPFTHQ-UHFFFAOYSA-N,False,False,0.4716981132075472
Mol923,PKLBWRLBOQWRLY-UHFFFAOYSA-N,False,False,0.44285714285714284
Mol925,XXUPHNPBGONBNG-UHFFFAOYSA-N,False,False,0.48214285714285715
Mol927,HHFBDROWDBDFBR-UHFFFAOYSA-N,False,False,0.4492753623188406
Mol928,UADGIWYEQMLUJB-UHFFFAOYSA-N,False,False,0.4727272727272727
Mol930,IAAIAVRNWAMWJG-UHFFFAOYSA-N,False,False,0.4666666666666667
Mol935,ROYXIPOUVGDTAO-UHFFFAOYSA-N,False,False,0.43103448275862066
Mol940,SMJDNMTVWKSOCG-UHFFFAOYSA-N,False,False,0.4722222222222222
Mol941,FUEXETRGXNADCE-UHFFFAOYSA-N,False,False,0.44
