Name,inchikey,in_corpus_exact,in_corpus_connectivity,nearest_tanimoto
E-0020249,TXXBPZZHEAOENQ-NGRWLJPCSA-N,False,False,0.32608695652173914
E-0020250,VPWOTAYMWFHSKT-ZZYHAFTGSA-N,False,False,0.32
E-0020251,NYEYYAZHOSRSJX-UHFFFAOYSA-N,False,False,0.34523809523809523
E-0020252,LXPRXTUIKHCUEI-AERCQKQUSA-N,False,False,0.30952380952380953
E-0020253,MIRPBEVFCUVZCH-KXTWHKPSSA-N,False,False,0.297029702970297
E-0020254,NFHAVDHOPBJIGO-KXTWHKPSSA-N,False,False,0.33
E-0020255,OEBHSZQMUDQOIW-NPHXMPSESA-N,False,False,0.30303030303030304
E-0020256,HCOLFDCPQMSXAV-XVAYZXCPSA-N,False,False,0.3333333333333333
E-0020257,MQVILJAPSYHLED-UHFFFAOYSA-N,False,False,0.325
E-0020258,MONSLDWDUHUGBT-HROJSSOGSA-N,False,False,0.4
E-0020259,TVMLBIBUGNEFFU-ZZYHAFTGSA-N,False,False,0.3950617283950617
E-0020260,ZBOHLZZIRYXBQG-OEWRPIJISA-N,False,False,0.35714285714285715
E-0020261,LODVITHSDCQMME-WGMWDUQUSA-N,False,False,0.37037037037037035
E-0020262,NUACTVZHROKXJF-IGOJGBNBSA-N,False,False,0.35135135135135137
E-0020263,KLMPDOWFVZETKY-LFUKPOHLSA-N,False,False,0.3595505617977528
E-0020264,DSIOLNSBLVTXKV-MOJGAOKDSA-N,False,False,0.27884615384615385
E-0020265,JUAGUBBQLUGQCV-JIPZTSHUSA-N,False,False,0.4111111111111111
E-0020266,FESVGILHWZHVKO-MOJGAOKDSA-N,False,False,0.26804123711340205
E-0020267,YWWRFUGLKPUOAZ-JIPZTSHUSA-N,False,False,0.3956043956043956
E-0020268,OCNSHEVKDXMQSH-HROJSSOGSA-N,False,False,0.3229166666666667
E-0020269,LXSJUSHRXFMAII-NGRWLJPCSA-N,False,False,0.32432432432432434
E-0020270,USDYFYLUYPMNBP-KBABAZTHSA-N,False,False,0.3473684210526316
E-0020271,USDYFYLUYPMNBP-INYSMAPRSA-N,False,False,0.3473684210526316
E-0020272,OGDIFVZDLOSXEA-MOJGAOKDSA-N,False,False,0.3333333333333333
E-0020273,ZJDWTNAUXAYXFZ-KXTWHKPSSA-N,False,False,0.31868131868131866
E-0020274,RZOQIICZRWPMLI-UHFFFAOYSA-N,False,False,0.35555555555555557
E-0020275,NAIVOAGESPXIDJ-NGRWLJPCSA-N,False,False,0.2916666666666667
E-0020276,WJILXRJWMASLBV-ZBYYUNFXSA-N,False,False,0.313953488372093
E-0020282,WVVFUOUFCHMFMX-UHFFFAOYSA-N,False,False,0.47297297297297297
E-0020285,MLZDBWXHOBRUEX-UHFFFAOYSA-N,False,False,0.39285714285714285
E-0020286,UOSQOTZWDLRCDY-UHFFFAOYSA-N,False,False,0.38202247191011235
E-0020288,YPYHIXIYMUFXBJ-UHFFFAOYSA-N,False,False,0.4186046511627907
E-0020292,FZXKTHAWFXOSEO-UHFFFAOYSA-N,False,False,0.4578313253012048
E-0020293,SSJNANADTVLYFR-UHFFFAOYSA-N,False,False,0.4146341463414634
E-0020295,QMVQGCGCULMFOR-UHFFFAOYSA-N,False,False,0.4050632911392405
E-0020297,BPVIOLKNHGBPSX-UHFFFAOYSA-N,False,False,0.39759036144578314
E-0020298,MOOIETLIBBAPLE-UHFFFAOYSA-N,False,False,0.5064935064935064
E-0020300,GZPGZSJZCNLEAD-UHFFFAOYSA-N,False,False,0.3939393939393939
E-0020304,RAJWGXIUSAZFIG-UHFFFAOYSA-N,False,False,0.3698630136986301
E-0020305,HNIKEMQLOYAIJL-MNZLEMJZSA-N,False,False,0.3163265306122449
E-0020306,ROXSYZOPVVILSC-YRWFTTLQSA-N,False,False,0.3116883116883117
E-0020307,PIPDBVFURUYKLV-NGRWLJPCSA-N,False,False,0.3409090909090909
E-0020308,RCSOYPPSUMOYHB-UHFFFAOYSA-N,False,False,0.3473684210526316
E-0020309,GYSOELUPTIRUMM-XVAYZXCPSA-N,False,False,0.3010752688172043
E-0020310,KLDXJFBZFDGDQA-KXTWHKPSSA-N,False,False,0.29411764705882354
E-0020311,WOKBDSQJRGFEGF-MOJGAOKDSA-N,False,False,0.417910447761194
E-0020312,ITIIMQHUJFEAIY-YPGOJHLTSA-N,False,False,0.35555555555555557
E-0020313,NUHYKVKZQSQSEB-LFUKPOHLSA-N,False,False,0.31
E-0020314,SXIVTARNWWOHEU-GZOXUSKESA-N,False,False,0.34
E-0020315,JUCFXNHRDPOUIG-NPHXMPSESA-N,False,False,0.34523809523809523
E-0020316,GBABLFSLNCPBDG-LFUKPOHLSA-N,False,False,0.3707865168539326
E-0020317,AKIINKBTGNRKPF-CTWQGKMFSA-N,False,False,0.3473684210526316
E-0020318,AKIINKBTGNRKPF-XNGFIGEISA-N,False,False,0.3473684210526316
E-0020319,DSYKFZUDPMMFLB-NRAANUMRSA-N,False,False,0.3684210526315789
E-0020320,CBXHUHFHDQHFHW-OEWRPIJISA-N,False,False,0.3125
E-0020321,PHYIIOLEEULAKB-RKOWUPITSA-N,False,False,0.3055555555555556
E-0020322,BHKHMLROIHEVFO-FSSSPHDESA-N,False,False,0.32608695652173914
E-0020323,RKPQICBPVYAWHK-UGTOYMOASA-N,False,False,0.32710280373831774
E-0020324,YSGZDZUPEDAUTQ-XVAYZXCPSA-N,False,False,0.29523809523809524
E-0020325,VWSOGDGXFPYRMP-RUYXUALKSA-N,False,False,0.32
E-0020326,AYBCBUMICOQZMX-XVAYZXCPSA-N,False,False,0.3783783783783784
E-0020327,QDRDTSKTQHAXPQ-XVAYZXCPSA-N,False,False,0.4262295081967213
E-0020328,CVYLZZDNLYWAKD-WGMWDUQUSA-N,False,False,0.34210526315789475
E-0020329,YHWZKJCWFOJVPR-SGRGSNTQSA-N,False,False,0.36363636363636365
E-0020330,SUBDNDVTACFLIH-XVAYZXCPSA-N,False,False,0.29473684210526313
E-0020331,SQCDRCPBYVPFPJ-SGRGSNTQSA-N,False,False,0.34782608695652173
E-0020332,PPKYFXXCYPYJTO-WGMWDUQUSA-N,False,False,0.4044943820224719
E-0020333,VWENKOMATBFMRG-NPHXMPSESA-N,False,False,0.38095238095238093
E-0020334,RKHMYYQKRYPKOQ-UHFFFAOYSA-N,False,False,0.31868131868131866
E-0020335,NZEMQXKHMKJKGG-UHFFFAOYSA-N,False,False,0.391304347826087
E-0020336,FSZAZKHDNNNLIY-UHFFFAOYSA-N,False,False,0.4044943820224719
E-0020337,OWHHAXKEGZXVAN-XVAYZXCPSA-N,False,False,0.30851063829787234
E-0020338,VTGUOOSHCBEWPA-NGRWLJPCSA-N,False,False,0.3617021276595745
E-0020339,MHCLFXOMUDZMRY-RUYXUALKSA-N,False,False,0.32954545454545453
E-0020340,KTZQVMPFNJBDNR-YRWFTTLQSA-N,False,False,0.38636363636363635
E-0020341,SITBJEHRPCWNKU-UHFFFAOYSA-N,False,False,0.31683168316831684
E-0020342,PJGACPSAJRVBRA-UHFFFAOYSA-N,False,False,0.3763440860215054
E-0020343,LRHLCCPKOQEYOX-UHFFFAOYSA-N,False,False,0.4044943820224719
E-0020344,MOLYOHWMKKACCL-NPHXMPSESA-N,False,False,0.2871287128712871
E-0020345,QVDLZKOKBDJWKF-WGMWDUQUSA-N,False,False,0.3010752688172043
E-0020346,LZJVLDVMTJJLJW-YRWFTTLQSA-N,False,False,0.35135135135135137
E-0020347,MERAEBHCQKGROZ-KXTWHKPSSA-N,False,False,0.3225806451612903
E-0020348,ANNCNORTORRJNU-WGMWDUQUSA-N,False,False,0.391304347826087
E-0020349,YZWZONZVWMWSLA-XVAYZXCPSA-N,False,False,0.3157894736842105
E-0020350,CZECSAOJVHIPAU-XVAYZXCPSA-N,False,False,0.4
E-0020351,DQCRNGQRKQBDOO-JFYQVNSESA-N,False,False,0.31958762886597936
E-0020352,BVAHHJBNUZPVGY-UGTOYMOASA-N,False,False,0.375
E-0020353,QVJUIFOSEMJOIZ-NPHXMPSESA-N,False,False,0.32
E-0020354,NYRPSGXUDMLLPB-HROJSSOGSA-N,False,False,0.38823529411764707
E-0020355,SLUXZGYEHDEIBX-YRWFTTLQSA-N,False,False,0.35135135135135137
E-0020356,JZBOLGVWASBLOP-IGOJGBNBSA-N,False,False,0.3953488372093023
E-0020357,IOVCBHLPOBUNGO-PHTYHVAFSA-N,False,False,0.40229885057471265
E-0020358,QUNGXBIQLNUEFM-SGRGSNTQSA-N,False,False,0.3
E-0020359,HNHORWXDBPSLJQ-NPHXMPSESA-N,False,False,0.3854166666666667
E-0020362,DSYKFZUDPMMFLB-NZQNYPKQSA-N,False,False,0.3619047619047619
E-0020371,HALJJKFJZMLCDC-UHFFFAOYSA-N,False,False,0.4383561643835616
E-0020372,JDONYWDQCGYNDK-DZFIZOCASA-N,False,False,0.3655913978494624
E-0020373,DUQMLIHQUFBDJL-NPIYKFRDSA-N,False,False,0.29545454545454547
E-0020374,YODIAWFGYPSUHI-OOWSSMPZSA-N,False,False,0.34408602150537637
E-0020375,NYLDVBRRIIBBOD-GZOXUSKESA-N,False,False,0.31958762886597936
E-0020376,CTYPQSLTAJPNFS-ZZYHAFTGSA-N,False,False,0.31
E-0020377,QVQJIACSVWUQGU-LFUKPOHLSA-N,False,False,0.28888888888888886
E-0020378,XAZMMYWEVPUXQJ-OEWRPIJISA-N,False,False,0.34408602150537637
E-0020379,AARAZNDKRLBSER-OEWRPIJISA-N,False,False,0.32978723404255317
E-0020380,XQMOTALQWKIXNW-ZZYHAFTGSA-N,False,False,0.33695652173913043
E-0020381,GRTCJRGWYJFRRG-OEWRPIJISA-N,False,False,0.29591836734693877
E-0020382,PHYIIOLEEULAKB-NKLBBQSFSA-N,False,False,0.3055555555555556
E-0020383,FBVWIKQHFOKDMZ-GUQZHRTHSA-N,False,False,0.3058823529411765
E-0020384,OZNJNBUPJLGORD-GUQZHRTHSA-N,False,False,0.3118279569892473
E-0020385,RKPQICBPVYAWHK-XFGYDDDFSA-N,False,False,0.3173076923076923
E-0020386,IOJYYBIGMCBOEP-RMNGQBEXSA-N,False,False,0.31683168316831684
E-0020387,TWQKZHCXSIEVKZ-SGRGSNTQSA-N,False,False,0.31313131313131315
E-0020388,FNFLYSNNKDQMNW-YRWFTTLQSA-N,False,False,0.32
E-0020389,QHMYIYQCMSKEMZ-NGRWLJPCSA-N,False,False,0.391304347826087
E-0020390,MYGANXFSYCXPEB-PZTLYNKJSA-N,False,False,0.30303030303030304
E-0020391,CACSIFQQAFYFNB-FOURXJPJSA-N,False,False,0.32989690721649484
E-0020392,RNSUFGXPXOZHCC-NPHXMPSESA-N,False,False,0.3
E-0020393,YRCAPNCQLULTJK-WGMWDUQUSA-N,False,False,0.37362637362637363
E-0020394,CYHNXQCXQBZPMW-UHFFFAOYSA-N,False,False,0.34831460674157305
E-0020395,CHRJLWKEGMFOKN-UHFFFAOYSA-N,False,False,0.4186046511627907
E-0020396,JSINLFUNWZIACC-RUYXUALKSA-N,False,False,0.3163265306122449
E-0020397,ITOLBJFFQPIDBQ-IGOJGBNBSA-N,False,False,0.42857142857142855
E-0020398,ABVMHKIHYAFHKJ-NPHXMPSESA-N,False,False,0.3076923076923077
E-0020399,VEROOFVHWHBBAO-MOJGAOKDSA-N,False,False,0.4090909090909091
E-0020400,OENZASFCXVDKLL-BSRHZMJTSA-N,False,False,0.2916666666666667
E-0020401,DQCRNGQRKQBDOO-NNXSRULWSA-N,False,False,0.31958762886597936
E-0020402,BVAHHJBNUZPVGY-XFGYDDDFSA-N,False,False,0.375
E-0020403,DXOBNROEQJFBGS-RMNGQBEXSA-N,False,False,0.3333333333333333
E-0020404,IMRRWDCSLSXQRY-GZOXUSKESA-N,False,False,0.3793103448275862
E-0020405,XYAOOVHGNSYKGX-GZOXUSKESA-N,False,False,0.4
E-0020406,QNZHUBFSYPSGPA-ACWUQQCTSA-N,False,False,0.4044943820224719
E-0020407,IVTSFLRGPVZLSE-WGMWDUQUSA-N,False,False,0.3516483516483517
E-0020408,OLLHBFGBPMYOAC-LFUKPOHLSA-N,False,False,0.3977272727272727
E-0020409,REKSJMQSOOCION-FIDNPTQWSA-N,False,False,0.3069306930693069
E-0020410,IMDBMCJEDJLIDK-RMNGQBEXSA-N,False,False,0.37894736842105264
E-0020411,XNLCXDGFJYRXHN-FIDNPTQWSA-N,False,False,0.3163265306122449
E-0020412,RBSVUQUDJRXMFI-RMNGQBEXSA-N,False,False,0.3870967741935484
E-0020413,WSKHKRXTLQBFNF-MOJGAOKDSA-N,False,False,0.38372093023255816
E-0020414,FZTRHGDFVVXJKS-FIDNPTQWSA-N,False,False,0.3563218390804598
E-0020415,MHAQRFNGCUQERX-RMNGQBEXSA-N,False,False,0.36363636363636365
E-0020416,FOOOLQRPJDAAQV-RMNGQBEXSA-N,False,False,0.3118279569892473
E-0020417,XQFSPLLHTLIUGT-GZOXUSKESA-N,False,False,0.38372093023255816
E-0020418,DZGDRMFBIULSHG-NGRWLJPCSA-N,False,False,0.3956043956043956
E-0020419,YLRIIXSOUDFHLI-KXTWHKPSSA-N,False,False,0.30434782608695654
E-0020420,MINNJSABODSBNP-WGMWDUQUSA-N,False,False,0.37362637362637363
E-0020421,LUBNHJJGZLCOLH-UOIKSKOESA-N,False,False,0.32978723404255317
E-0020422,IBNLUJXLJTVKGB-UHFFFAOYSA-N,False,False,0.3258426966292135
E-0020424,AKAVZCFRXKMMHX-UHFFFAOYSA-N,False,False,0.35353535353535354
E-0020425,NWKDQPHXOUPQJC-OEWRPIJISA-N,False,False,0.3058823529411765
E-0020426,AOBYXUXQHAHVGH-UHFFFAOYSA-N,False,False,0.35555555555555557
E-0020427,VNTNVICTIDIDMN-MRXNPFEDSA-N,False,False,0.3829787234042553
E-0020428,VNTNVICTIDIDMN-INIZCTEOSA-N,False,False,0.3829787234042553
E-0020429,QENOXUZFZKKGTD-UHFFFAOYSA-N,False,False,0.33980582524271846
E-0020430,IXZAAAQPIXVWBK-UHFFFAOYSA-N,False,False,0.3711340206185567
E-0020431,YFAQAFDDSKBKTK-XVAYZXCPSA-N,False,False,0.3118279569892473
E-0020432,BZJYVCLYTFVFSF-UHFFFAOYSA-N,False,False,0.4235294117647059
E-0020433,HEQUNQGRCHTMGX-UHFFFAOYSA-N,False,False,0.31868131868131866
E-0020434,WWZOWHJWIPEBCF-UHFFFAOYSA-N,False,False,0.34065934065934067
E-0020435,NFAWSTYTTCMUBL-UHFFFAOYSA-N,False,False,0.3333333333333333
E-0020436,NYYPTCSMGMZRKA-UHFFFAOYSA-N,False,False,0.3333333333333333
E-0020437,JPLBJASMAJQZTH-UHFFFAOYSA-N,False,False,0.35051546391752575
E-0020438,UIHSCUYXNYNNTO-UHFFFAOYSA-N,False,False,0.40425531914893614
E-0020439,LETYGHQCCHJROP-UHFFFAOYSA-N,False,False,0.3956043956043956
E-0020440,NTRZMKJXLFJACW-UHFFFAOYSA-N,False,False,0.3469387755102041
E-0020441,BHXVBADTDMCGNY-UHFFFAOYSA-N,False,False,0.32954545454545453
E-0020442,RWWHVLUDJVBSAZ-UHFFFAOYSA-N,False,False,0.39325842696629215
E-0020443,YVTWPILJDCQPHO-UHFFFAOYSA-N,False,False,0.34408602150537637
E-0020444,OQORWMDHEWTERC-UHFFFAOYSA-N,False,False,0.3804347826086957
E-0020445,WHPBMGIYYHHMGN-UHFFFAOYSA-N,False,False,0.41379310344827586
E-0020446,ZFDGWJACLMFPIQ-UHFFFAOYSA-N,False,False,0.34065934065934067
E-0020447,LYQJFSWPPQLWKN-UHFFFAOYSA-N,False,False,0.38461538461538464
E-0020448,VBRIDVJAULYZHZ-UHFFFAOYSA-N,False,False,0.32653061224489793
E-0020449,HPASHWXJAVWKBQ-UHFFFAOYSA-N,False,False,0.32653061224489793
E-0020450,MUKMUNXGYWXZDS-UHFFFAOYSA-N,False,False,0.3804347826086957
E-0020451,RVQRLQLGVDAEDH-UHFFFAOYSA-N,False,False,0.31683168316831684
E-0020454,FKDKFFKUTDXAIZ-UHFFFAOYSA-N,False,False,0.3783783783783784
E-0020455,MVOUNNLELRYBBK-UHFFFAOYSA-N,False,False,0.35555555555555557
E-0020456,MFBYTIWNQIQLTE-UHFFFAOYSA-N,False,False,0.34177215189873417
E-0020457,SEJPOQTYJPAONN-UHFFFAOYSA-N,False,False,0.4444444444444444
E-0020458,NAFUSLRVORTRJU-UHFFFAOYSA-N,False,False,0.36363636363636365
E-0020463,YVTRWNLWGWUFAR-HNNXBMFYSA-N,False,False,0.3614457831325301
E-0020466,BIGFAAULLQWWSV-UHFFFAOYSA-N,False,False,0.46153846153846156
E-0020467,PTBFZWQVAOUPRC-UHFFFAOYSA-N,False,False,0.4696969696969697
E-0020468,FCFFCBTVFATWAC-UHFFFAOYSA-N,False,False,0.34065934065934067
E-0020469,GHXKUIUXWKHCKB-UHFFFAOYSA-N,False,False,0.41379310344827586
E-0020470,KHCQREPOSNVENA-UHFFFAOYSA-N,False,False,0.3333333333333333
E-0020471,NRHUCJRWEGVAOR-QGZVFWFLSA-N,False,False,0.3333333333333333
E-0020472,NRHUCJRWEGVAOR-KRWDZBQOSA-N,False,False,0.3333333333333333
E-0020473,NXWYFMCVOFEQIY-QXSURTEESA-N,False,False,0.32653061224489793
E-0020474,TZYSDMPJNRRDIX-PHTYHVAFSA-N,False,False,0.36666666666666664
E-0020475,TWUSSSGAOFXPBW-QZTJIDSGSA-N,False,False,0.3253012048192771
E-0020476,LVQOBCDCAFUFQM-UHFFFAOYSA-N,False,False,0.34444444444444444
E-0020477,DVDWBEGRNTYZHB-RTBURBONSA-N,False,False,0.31683168316831684
E-0020478,AJLSDTOMYFBDAY-WOJBJXKFSA-N,False,False,0.3333333333333333
E-0020479,KXMBATBTNWEEMR-RTBURBONSA-N,False,False,0.3645833333333333
E-0020480,JKESPKBSZJSQRK-UHFFFAOYSA-N,False,False,0.39285714285714285
E-0020481,ZZSGNXBGIAXUIT-UHFFFAOYSA-N,False,False,0.3010752688172043
E-0020482,VYSALDURDIFNHX-UHFFFAOYSA-N,False,False,0.3409090909090909
